ident;nazwisko;imie;data_urodzenia;klasa;kod jêzyków
1539;Kpbacka;Placyda;2007-08-23;IIID;010
1510;Lnbacka;Nazaria;2007-12-28;IIID;011
1784;Mebacka;Aurelia;2007-05-02;IIID;010
1587;Mjbacki;Wenancjusz;2007-09-15;IIID;010
1789;Nfbacki;Maksymilian;2007-05-15;IIID;010
1285;Oabacki;Honoryn;2007-04-14;IIID;010
1031;Otbacka;Konstantyna;2007-09-18;IIID;010
1276;Pnbacka;Paula;2007-08-10;IIID;010
1275;Prbacka;Lucyla;2007-06-27;IIID;010
1677;Ptbacka;Paulina;2007-05-22;IIID;010
1058;Rhbacki;Lucjusz;2007-10-19;IIID;010
1663;Rlbacka;Konstantyna;2007-03-16;IIID;010
1760;Skbacka;Waleriana;2007-11-10;IIID;011
1652;Tabacki;Donat;2007-02-06;IIID;010
1605;Tfbacki;Marceli;2007-04-12;IIID;011
1538;Tlbacka;Placyda;2007-10-09;IIID;010
1047;Whbacka;Feliksa;2007-12-14;IIID;010
1111;Bnbacka;Gajana;2007-01-18;IIIE;101
1745;Bsbacka;Celestyna;2007-05-17;IIIE;100
1406;Cabacka;Kaja;2007-10-02;IIIE;100
1582;Dtbacka;Ró¿a;2007-04-11;IIIE;100
1195;Ejbacki;Antonin;2007-11-18;IIIE;100
1222;Grbacki;Honoriusz;2007-11-25;IIIE;101
1407;Hhbacki;Laurentyn;2007-05-20;IIIE;100
1422;Hjbacki;Oktawian;2007-05-20;IIIE;100
1203;Kfbacki;Kamil;2007-08-27;IIIE;100
1220;Kjbacka;Aurelia;2007-08-08;IIIE;100
1177;Kjbacki;Wiktorian;2007-03-02;IIIE;101
1226;Kmbacka;Honorata;2007-01-06;IIIE;100
1243;Labacka;Hadrianna;2007-07-26;IIIE;100
1133;Lgbacki;Scypion;2007-06-16;IIIE;101
1775;Lkbacka;Felicjana;2007-09-03;IIIE;100
1273;Ltbacki;Patrycjusz;2007-12-11;IIIE;100
1174;Mibacka;Nonna;2007-06-21;IIIE;100
1327;Nmbacki;B³a¿ej;2007-02-09;IIIE;101
1551;Ntbacka;Nonna;2007-07-02;IIIE;101
1387;Ohbacki;Wiktorian;2007-03-05;IIIE;100
1384;Pfbacki;Kornel;2007-08-07;IIIE;100
1348;Smbacki;Justynian;2007-09-25;IIIE;100
1224;Spbacki;Kryspin;2007-10-29;IIIE;100
1095;Ucbacki;Pius;2007-10-26;IIIE;100
1544;Umbacka;Fortunata;2007-08-28;IIIE;100
1339;Uobacki;Sabin;2007-09-24;IIIE;100
1116;Uwbacka;Krystiana;2007-01-04;IIIE;100
1202;Wbbacki;Sekundyn;2007-02-15;IIIE;100
1234;Wmbacki;Fotyn;2007-03-15;IIIE;100
1196;Wrbacki;Flawiusz;2007-06-25;IIIE;100
1148;Akbacka;Domna;2007-05-07;IIIF;010
1583;Bcbacka;Hilaria;2007-05-07;IIIF;010
1495;Bjbacki;Trojan;2007-09-03;IIIF;011
1708;Blbacki;Bonet;2007-01-11;IIIF;010
1765;Bmbacka;Fotyna;2007-07-18;IIIF;011
1446;Eabacka;Scholastyka;2007-11-21;IIIF;010
1549;Efbacka;Celina;2007-07-10;IIIF;011
1320;Ewbacki;Krystian;2007-02-22;IIIF;010
1777;Fbbacka;Saturnina;2007-11-19;IIIF;010
1566;Fibacki;Augustyn;2007-04-10;IIIF;011
1419;Gbbacki;Juliusz;2007-11-14;IIIF;010
1155;Ggbacka;Auksencja;2007-01-04;IIIF;010
1542;Hgbacka;Oktawia;2007-01-09;IIIF;010
1287;Hpbacka;Modesta;2007-06-11;IIIF;010
1588;Krbacki;B³a¿ej;2007-09-06;IIIF;011
1455;Lebacka;Klaudyna;2007-04-26;IIIF;010
1612;Lsbacki;Maksymin;2007-05-14;IIIF;011
1482;Mhbacki;Antoni;2007-01-29;IIIF;010
1581;Pjbacka;Aurea;2007-01-29;IIIF;010
1621;Ppbacka;Zyta;2007-04-27;IIIF;010
1521;Tabacka;Fotyna;2007-10-11;IIIF;010
1701;Tfbacka;Feliksa;2007-05-16;IIIF;010
1078;Tibacka;Blandyna;2007-08-26;IIIF;010
1428;Tkbacka;Sybillina;2007-01-13;IIIF;010
1215;Tpbacka;Kaja;2007-02-03;IIIF;010
1788;Tubacka;Florentyna;2007-05-11;IIIF;010
1522;Ucbacka;Julita;2007-05-07;IIIF;011
1198;Unbacka;Romula;2007-01-04;IIIF;010
1194;Wdbacka;Zyta;2007-07-26;IIIF;010
1334;Wrbacka;Kandyda;2007-03-06;IIIF;010
1584;Acbacki;Montan;2007-06-03;IIIG;100
1277;Adbacka;Eligia;2007-09-12;IIIG;100
1529;Agbacka;Konstantyna;2007-08-26;IIIG;100
1744;Anbacka;Tarsylia;2007-04-11;IIIG;100
1563;Bubacka;Klara;2007-07-14;IIIG;100
1737;Chbacki;Klaudian;2007-10-27;IIIG;100
1505;Clbacki;Kancjusz;2007-03-06;IIIG;100
1028;Cobacki;Sylweriusz;2007-02-17;IIIG;100
1291;Dabacki;Natalis;2007-10-08;IIIG;100
1571;Dlbacka;Donata;2007-05-28;IIIG;100
1083;Fubacki;January;2007-08-07;IIIG;100
1556;Gkbacka;Bibiana;2007-02-11;IIIG;100
1070;Kobacki;Amat;2007-04-17;IIIG;100
1096;Ldbacki;Bonit;2007-01-22;IIIG;100
1545;Mrbacka;Hadrianna;2007-07-27;IIIG;100
1332;Nobacka;Lawinia;2007-07-21;IIIG;100
1704;Ofbacka;Augusta;2007-05-10;IIIG;100
1356;Orbacki;Florentyn;2007-06-14;IIIG;100
1352;Pjbacki;Gaudencjusz;2007-10-18;IIIG;100
1115;Pnbacki;Sulpicjusz;2007-09-16;IIIG;100
1122;Rwbacki;Mariusz;2007-12-30;IIIG;100
1591;Ssbacka;Hortensja;2007-07-28;IIIG;100
1180;Trbacka;Wera;2007-06-24;IIIG;100
1013;Apbacka;Regina;2006-03-16;IVA;101
1720;Bcbacki;Walerian;2006-01-17;IVA;100
1053;Bwbacka;Wirginia;2006-11-24;IVA;100
1537;Clbacka;Honoryna;2006-07-10;IVA;101
1674;Crbacka;Placyda;2006-12-28;IVA;100
1687;Eubacki;B³a¿ej;2006-03-29;IVA;100
1018;Fubacka;Tarsylia;2006-10-17;IVA;101
1025;Gnbacki;Barbacy;2006-01-19;IVA;100
1237;Gpbacka;Auksencja;2006-02-25;IVA;100
1390;Gtbacki;Krystian;2006-09-15;IVA;100
1536;Hnbacki;Barbacy;2006-02-13;IVA;100
1296;Hpbacki;Mauryn;2006-09-06;IVA;100
1469;Hwbacka;Julita;2006-05-06;IVA;100
1437;Kobacka;Mamertyna;2006-09-19;IVA;100
1165;Mebacki;Sekundyn;2006-12-17;IVA;100
1558;Mlbacka;Kwieta;2006-04-08;IVA;100
1011;Mwbacka;Laura;2006-05-10;IVA;100
1172;Nbbacka;Augustyna;2006-09-25;IVA;100
1785;Ndbacki;Dacjan;2006-11-22;IVA;100
1023;Rabacki;Julian;2006-01-26;IVA;100
1022;Tebacki;Maksymilian;2006-12-26;IVA;100
1427;Tsbacka;Laura;2006-03-17;IVA;100
1001;Ttbacki;Donat;2006-01-01;IVA;100
1006;Tubacki;Horacjusz;2006-09-05;IVA;100
1508;Uebacka;Tarsylia;2006-02-19;IVA;100
1026;Urbacka;Fabia;2006-07-02;IVA;100
1665;Wfbacka;Klarysa;2006-04-20;IVA;100
1175;Wjbacka;Laurencja;2006-09-21;IVA;100
1068;Wobacka;Pia;2006-10-18;IVA;100
1024;Wtbacka;£ucjana;2006-12-22;IVA;100
1602;Aebacki;Bonit;2006-10-29;IVB;010
1235;Bfbacka;Felicyta;2006-10-04;IVB;010
1430;Bhbacka;Hilaria;2006-02-23;IVB;010
1466;Bibacka;Lucyna;2006-06-12;IVB;010
1709;Bkbacki;Renat;2006-12-01;IVB;010
1097;Cmbacka;Florianna;2006-05-16;IVB;010
1088;Ctbacki;Wigiliusz;2006-07-27;IVB;010
1176;Dbbacki;£ukasz;2006-10-22;IVB;010
1530;Drbacki;Antoni;2006-11-30;IVB;011
1377;Embacki;Wincenty;2006-06-28;IVB;010
1127;Fgbacka;Lukrecja;2006-11-16;IVB;010
1126;Flbacki;Florian;2006-08-01;IVB;010
1351;Fpbacka;Amadea;2006-05-02;IVB;011
1774;Hcbacka;Pia;2006-11-22;IVB;010
1672;Hwbacki;German;2006-04-20;IVB;010
1424;Kabacka;Izaura;2006-10-14;IVB;010
1503;Klbacka;Romula;2006-05-29;IVB;010
1756;Krbacka;Fawila;2006-10-20;IVB;010
1679;Lhbacki;Florentyn;2006-11-12;IVB;010
1089;Libacka;Wirydiana;2006-05-22;IVB;010
1712;Lrbacki;Lupus;2006-02-15;IVB;010
1059;Nubacki;Aurelian;2006-04-04;IVB;010
1570;Oebacka;Klaudia;2006-11-17;IVB;010
1124;Ofbacki;Druzjan;2006-03-14;IVB;010
1345;Onbacka;Aurelia;2006-05-06;IVB;011
1232;Scbacki;Antoni;2006-06-14;IVB;011
1306;Thbacka;Galla;2006-03-06;IVB;010
1318;Umbacki;Oktawiusz;2006-01-08;IVB;010
1233;Wpbacki;Natalis;2006-07-13;IVB;010
1800;Wsbacki;Sabinian;2006-06-09;IVB;010
1290;Cebacki;Modest;2006-04-03;IVC;100
1799;Dabacka;Wera;2006-09-17;IVC;100
1432;Dcbacka;Felicyta;2006-01-28;IVC;100
1259;Djbacka;Kancjanela;2006-05-20;IVC;100
1607;Drbacka;Juwencja;2006-12-09;IVC;100
1300;Dsbacki;Fidelis;2006-02-09;IVC;100
1515;Eibacki;Feliks;2006-09-17;IVC;100
1472;Epbacka;Kamila;2006-11-10;IVC;100
1033;Ftbacki;Augustyn;2006-02-22;IVC;100
1572;Gdbacki;Pawe³;2006-10-12;IVC;100
1392;Gmbacki;Krystian;2006-04-03;IVC;100
1617;Gwbacka;Lidia;2006-03-07;IVC;100
1365;Habacka;Patrycja;2006-12-12;IVC;100
1121;Hfbacka;Gracja;2006-05-22;IVC;100
1252;Hobacki;Sergiusz;2006-03-24;IVC;100
1782;Ldbacka;Scholastyka;2006-04-18;IVC;100
1188;Lkbacki;Laurenty;2006-06-04;IVC;100
1647;Mpbacka;Liwia;2006-09-27;IVC;100
1317;Ngbacki;Justyn;2006-12-05;IVC;100
1358;Okbacki;Sulpicjusz;2006-07-03;IVC;100
1659;Pkbacki;Patrycjusz;2006-04-11;IVC;100
1216;Pmbacki;Klaudian;2006-04-12;IVC;100
1335;Psbacki;Oktawian;2006-06-30;IVC;100
1375;Rgbacki;Hortensjusz;2006-10-25;IVC;100
1626;Ribacki;Oktawiusz;2006-05-09;IVC;100
1594;Rmbacki;Tygriusz;2006-06-15;IVC;100
1139;Scbacka;Rozalia;2006-01-04;IVC;100
1736;Sdbacki;Horacy;2006-06-23;IVC;100
1441;Sgbacki;Fereol;2006-06-30;IVC;100
1449;Tmbacka;Felicja;2006-04-29;IVC;100
1631;Blbacka;Innocencja;2006-08-24;IVD;010
1326;Cdbacka;Emerencja;2006-06-10;IVD;011
1114;Dpbacka;Hilaria;2006-08-29;IVD;011
1319;Ecbacka;Wiktoria;2006-05-05;IVD;010
1044;Eebacka;Natalia;2006-03-21;IVD;010
1280;Egbacka;Romana;2006-10-24;IVD;010
1741;Eubacka;Lawinia;2006-12-03;IVD;010
1399;Fabacki;Emilian;2006-07-30;IVD;010
1163;Fdbacka;Lawinia;2006-02-02;IVD;010
1154;Fkbacka;Perpetua;2006-12-18;IVD;010
1316;Gdbacka;Fausta;2006-06-03;IVD;010
1474;Ggbacki;Laurencjusz;2006-03-29;IVD;010
1302;Hibacki;Kryspin;2006-01-14;IVD;010
1344;Kwbacki;Potyt;2006-11-29;IVD;011
1029;Lebacki;Fidelis;2006-05-10;IVD;011
1640;Llbacki;Maksencjusz;2006-01-27;IVD;010
1050;Mfbacki;Montan;2006-03-18;IVD;011
1279;Mgbacki;Auksenty;2006-04-05;IVD;010
1045;Nabacka;Liliana;2006-01-09;IVD;010
1074;Nmbacka;Hadrianna;2006-02-10;IVD;010
1718;Nwbacki;Sewer;2006-02-18;IVD;011
1210;Ombacki;Maniusz;2006-08-04;IVD;010
1440;Pibacka;Leontyna;2006-04-01;IVD;011
1447;Rebacki;Auksencjusz;2006-11-29;IVD;010
1425;Sibacki;Roman;2006-09-10;IVD;010
1372;Smbacka;Emerencja;2006-01-04;IVD;010
1496;Tibacki;Sergiusz;2006-08-25;IVD;010
1743;Ukbacki;Lupus;2006-06-27;IVD;011
1323;Wdbacki;Aulus;2006-11-01;IVD;010
1166;Wtbacki;Napoleon;2006-09-28;IVD;010
1759;Wubacki;Sabinian;2006-10-11;IVD;011
1128;Abbacka;Pia;2006-10-15;IVE;100
1633;Ahbacki;Tacjan;2006-05-27;IVE;100
1597;Asbacki;Klemens;2006-02-14;IVE;100
1649;Awbacka;Gracja;2006-11-24;IVE;100
1263;Bebacka;Lukrecja;2006-03-01;IVE;101
1739;Ckbacka;Konkordia;2006-10-29;IVE;100
1221;Dfbacki;Faust;2006-10-18;IVE;100
1526;Dpbacki;Wenanty;2006-02-05;IVE;100
1420;Fbbacki;Florentyn;2006-04-19;IVE;100
1436;Ffbacka;Florentyna;2006-12-18;IVE;100
1400;Gobacka;Justyna;2006-12-08;IVE;100
1278;Habacki;Sergiusz;2006-06-26;IVE;100
1205;Hnbacka;Lidia;2006-12-27;IVE;100
1678;Lrbacka;Floryna;2006-12-27;IVE;100
1795;Lwbacki;Antoni;2006-08-10;IVE;100
1580;Mjbacka;Leonia;2006-09-01;IVE;100
1497;Mpbacki;Montan;2006-02-25;IVE;100
1056;Ncbacka;Klaudia;2006-12-06;IVE;100
1636;Nsbacki;Ursus;2006-11-16;IVE;100
1147;Odbacka;Tyburcja;2006-08-30;IVE;100
1498;Ptbacki;Petroniusz;2006-12-17;IVE;100
1732;Rdbacki;Scypion;2006-10-25;IVE;100
1738;Ugbacka;Fawila;2006-07-30;IVE;100
1553;Unbacki;Fabian;2006-08-31;IVE;100
1381;Urbacki;Walerian;2006-04-04;IVE;100
1229;Usbacki;August;2006-10-26;IVE;100
1650;Wgbacka;Liliana;2006-10-12;IVE;100
1289;Wkbacki;August;2006-10-28;IVE;100
1644;Wpbacka;Flawia;2006-05-24;IVE;101
1764;Abbacki;Dorian;2006-09-19;IVF;010
1676;Adbacki;Walenty;2006-11-23;IVF;010
1706;Atbacki;Walentyn;2006-08-19;IVF;010
1786;Aubacka;Tacjana;2006-04-10;IVF;010
1193;Babacki;Walenty;2006-01-21;IVF;010
1134;Bebacki;Fotyn;2006-06-16;IVF;010
1600;Bmbacki;Trojan;2006-05-22;IVF;010
1331;Cubacki;Justyn;2006-07-09;IVF;010
1439;Dfbacka;Dominika;2006-03-20;IVF;010
1168;Dwbacki;Tycjan;2006-09-17;IVF;010
1309;Ejbacka;Kwiryna;2006-04-28;IVF;010
1125;Fdbacki;Amat;2006-09-16;IVF;010
1528;Febacka;£ucjana;2006-11-05;IVF;010
1103;Gabacki;Gratus;2006-05-22;IVF;010
1456;Gebacka;Kryspina;2006-05-14;IVF;010
1593;Ghbacki;Wiktorian;2006-07-01;IVF;010
1123;Hhbacka;Pudencjanna;2006-02-24;IVF;010
1206;Hobacka;Benigna;2006-02-12;IVF;010
1768;Kubacka;Laura;2006-07-31;IVF;010
1417;Ltbacka;Stella;2006-07-09;IVF;010
1098;Mfbacka;Florianna;2006-04-03;IVF;010
1772;Ncbacki;Kwadrat;2006-05-16;IVF;010
1201;Oibacki;Maksencjusz;2006-11-08;IVF;010
1616;Rjbacki;Ursyn;2006-12-24;IVF;010
1037;Rkbacka;Marcjanna;2006-02-04;IVF;010
1543;Ssbacki;Hortensjusz;2006-09-18;IVF;010
1634;Uubacki;Litoriusz;2006-03-07;IVF;010
1173;Wcbacka;Laurencja;2006-01-25;IVF;010
1564;Wkbacka;Nonna;2006-10-16;IVF;010
1423;Aibacka;Fausta;2006-12-18;IVG;100
1438;Ajbacka;Sydonia;2006-12-03;IVG;101
1394;Cpbacki;Tyberiusz;2006-02-22;IVG;100
1546;Dnbacki;Lupus;2006-11-30;IVG;100
1087;Eabacki;Modest;2006-04-14;IVG;100
1106;Fhbacka;Tulia;2006-06-13;IVG;100
1766;Flbacka;Beata;2006-12-03;IVG;101
1667;Knbacka;Druzjanna;2006-06-11;IVG;100
1171;Lwbacka;Tacjana;2006-08-03;IVG;100
1057;Mobacki;Gaudencjusz;2006-03-01;IVG;100
1547;Ngbacka;Tarsylia;2006-01-04;IVG;100
1073;Nubacka;Benigna;2006-09-17;IVG;100
1266;Pcbacki;Auksencjusz;2006-01-13;IVG;101
1429;Pgbacka;Klementyna;2006-11-10;IVG;100
1740;Pgbacki;Romulus;2006-01-03;IVG;100
1641;Pwbacka;Sewera;2006-01-23;IVG;100
1525;Pwbacki;Sylwan;2006-06-10;IVG;100
1648;Rubacka;Nazaria;2006-07-12;IVG;100
1378;Slbacki;Romulus;2006-11-22;IVG;101
1264;Tobacki;Maniusz;2006-07-13;IVG;100
1606;Twbacki;Emil;2006-01-01;IVG;100
1330;Uabacka;Wiola;2006-05-04;IVG;100
1757;Wgbacki;Renat;2006-06-01;IVG;100
1689;Wnbacka;Poppea;2006-03-09;IVG;100
